"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2024,12/31/2024
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.411,,01/01/2024,12/31/2024
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.785,,01/01/2024,12/31/2024
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.576,,01/01/2024,12/31/2024
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.544,,01/01/2024,12/31/2024
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.955,,01/01/2024,12/31/2024
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.728,,01/01/2024,12/31/2024
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.288,,01/01/2024,12/31/2024
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.271,,01/01/2024,12/31/2024
HI,HAI_3_SIR,SSI - Colon Surgery,1.727,,01/01/2024,12/31/2024
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.231,,01/01/2024,12/31/2024
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.472,,01/01/2024,12/31/2024
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.908,,01/01/2024,12/31/2024
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.320,,01/01/2024,12/31/2024
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.811,,01/01/2024,12/31/2024
HI,HAI_5_SIR,MRSA Bacteremia,0.523,,01/01/2024,12/31/2024
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.371,,01/01/2024,12/31/2024
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.514,,01/01/2024,12/31/2024
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.438,,01/01/2024,12/31/2024
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.635,,01/01/2024,12/31/2024
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.927,,01/01/2024,12/31/2024
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.771,,01/01/2024,12/31/2024
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.459,,01/01/2024,12/31/2024
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.670,,01/01/2024,12/31/2024
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.557,,01/01/2024,12/31/2024
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.647,,01/01/2024,12/31/2024
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.050,,01/01/2024,12/31/2024
IA,HAI_3_SIR,SSI - Colon Surgery,0.830,,01/01/2024,12/31/2024
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.043,,01/01/2024,12/31/2024
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.332,,01/01/2024,12/31/2024
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.591,,01/01/2024,12/31/2024
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.476,,01/01/2024,12/31/2024
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.790,,01/01/2024,12/31/2024
IA,HAI_5_SIR,MRSA Bacteremia,0.618,,01/01/2024,12/31/2024
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.401,,01/01/2024,12/31/2024
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.507,,01/01/2024,12/31/2024
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.451,,01/01/2024,12/31/2024
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.432,,01/01/2024,12/31/2024
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.804,,01/01/2024,12/31/2024
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.596,,01/01/2024,12/31/2024
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.410,,01/01/2024,12/31/2024
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.737,,01/01/2024,12/31/2024
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.556,,01/01/2024,12/31/2024
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.635,,01/01/2024,12/31/2024
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.213,,01/01/2024,12/31/2024
ID,HAI_3_SIR,SSI - Colon Surgery,0.889,,01/01/2024,12/31/2024
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.323,,01/01/2024,12/31/2024
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.660,,01/01/2024,12/31/2024
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.798,,01/01/2024,12/31/2024
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.285,,01/01/2024,12/31/2024
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.790,,01/01/2024,12/31/2024
ID,HAI_5_SIR,MRSA Bacteremia,0.490,,01/01/2024,12/31/2024
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.367,,01/01/2024,12/31/2024
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.507,,01/01/2024,12/31/2024
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.433,,01/01/2024,12/31/2024
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.643,,01/01/2024,12/31/2024
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.772,,01/01/2024,12/31/2024
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.705,,01/01/2024,12/31/2024
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.504,,01/01/2024,12/31/2024
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.614,,01/01/2024,12/31/2024
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.557,,01/01/2024,12/31/2024
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.790,,01/01/2024,12/31/2024
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.000,,01/01/2024,12/31/2024
IL,HAI_3_SIR,SSI - Colon Surgery,0.890,,01/01/2024,12/31/2024
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.850,,01/01/2024,12/31/2024
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.330,,01/01/2024,12/31/2024
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.070,,01/01/2024,12/31/2024
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.471,,01/01/2024,12/31/2024
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.626,,01/01/2024,12/31/2024
IL,HAI_5_SIR,MRSA Bacteremia,0.544,,01/01/2024,12/31/2024
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.380,,01/01/2024,12/31/2024
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.425,,01/01/2024,12/31/2024
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.402,,01/01/2024,12/31/2024
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.536,,01/01/2024,12/31/2024
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.697,,01/01/2024,12/31/2024
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.613,,01/01/2024,12/31/2024
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.426,,01/01/2024,12/31/2024
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.566,,01/01/2024,12/31/2024
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.492,,01/01/2024,12/31/2024
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.680,,01/01/2024,12/31/2024
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.932,,01/01/2024,12/31/2024
IN,HAI_3_SIR,SSI - Colon Surgery,0.799,,01/01/2024,12/31/2024
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.266,,01/01/2024,12/31/2024
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.998,,01/01/2024,12/31/2024
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.601,,01/01/2024,12/31/2024
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.492,,01/01/2024,12/31/2024
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.718,,01/01/2024,12/31/2024
IN,HAI_5_SIR,MRSA Bacteremia,0.597,,01/01/2024,12/31/2024
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.376,,01/01/2024,12/31/2024
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.437,,01/01/2024,12/31/2024
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.405,,01/01/2024,12/31/2024
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.350,,01/01/2024,12/31/2024
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.642,,01/01/2024,12/31/2024
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.480,,01/01/2024,12/31/2024
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.359,,01/01/2024,12/31/2024
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.623,,01/01/2024,12/31/2024
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.478,,01/01/2024,12/31/2024
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.801,,01/01/2024,12/31/2024
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.246,,01/01/2024,12/31/2024
KS,HAI_3_SIR,SSI - Colon Surgery,1.005,,01/01/2024,12/31/2024
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.601,,01/01/2024,12/31/2024
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.422,,01/01/2024,12/31/2024
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.946,,01/01/2024,12/31/2024
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.323,,01/01/2024,12/31/2024
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.640,,01/01/2024,12/31/2024
KS,HAI_5_SIR,MRSA Bacteremia,0.461,,01/01/2024,12/31/2024
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.278,,01/01/2024,12/31/2024
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.373,,01/01/2024,12/31/2024
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.323,,01/01/2024,12/31/2024
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.819,,01/01/2024,12/31/2024
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.054,,01/01/2024,12/31/2024
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.931,,01/01/2024,12/31/2024
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.518,,01/01/2024,12/31/2024
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.687,,01/01/2024,12/31/2024
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.598,,01/01/2024,12/31/2024
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.829,,01/01/2024,12/31/2024
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.136,,01/01/2024,12/31/2024
KY,HAI_3_SIR,SSI - Colon Surgery,0.973,,01/01/2024,12/31/2024
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.932,,01/01/2024,12/31/2024
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.697,,01/01/2024,12/31/2024
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.272,,01/01/2024,12/31/2024
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.844,,01/01/2024,12/31/2024
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.114,,01/01/2024,12/31/2024
KY,HAI_5_SIR,MRSA Bacteremia,0.972,,01/01/2024,12/31/2024
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.308,,01/01/2024,12/31/2024
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.369,,01/01/2024,12/31/2024
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.338,,01/01/2024,12/31/2024
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.602,,01/01/2024,12/31/2024
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.796,,01/01/2024,12/31/2024
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.694,,01/01/2024,12/31/2024
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.420,,01/01/2024,12/31/2024
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.567,,01/01/2024,12/31/2024
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.490,,01/01/2024,12/31/2024
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.667,,01/01/2024,12/31/2024
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.959,,01/01/2024,12/31/2024
LA,HAI_3_SIR,SSI - Colon Surgery,0.803,,01/01/2024,12/31/2024
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.082,,01/01/2024,12/31/2024
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.804,,01/01/2024,12/31/2024
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.409,,01/01/2024,12/31/2024
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.948,,01/01/2024,12/31/2024
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.261,,01/01/2024,12/31/2024
LA,HAI_5_SIR,MRSA Bacteremia,1.096,,01/01/2024,12/31/2024
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.340,,01/01/2024,12/31/2024
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.407,,01/01/2024,12/31/2024
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.372,,01/01/2024,12/31/2024
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.525,,01/01/2024,12/31/2024
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.668,,01/01/2024,12/31/2024
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.593,,01/01/2024,12/31/2024
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.532,,01/01/2024,12/31/2024
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.667,,01/01/2024,12/31/2024
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.597,,01/01/2024,12/31/2024
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.812,,01/01/2024,12/31/2024
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.090,,01/01/2024,12/31/2024
MA,HAI_3_SIR,SSI - Colon Surgery,0.943,,01/01/2024,12/31/2024
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.021,,01/01/2024,12/31/2024
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.902,,01/01/2024,12/31/2024
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.411,,01/01/2024,12/31/2024
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.523,,01/01/2024,12/31/2024
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.710,,01/01/2024,12/31/2024
MA,HAI_5_SIR,MRSA Bacteremia,0.611,,01/01/2024,12/31/2024
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.496,,01/01/2024,12/31/2024
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.560,,01/01/2024,12/31/2024
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.527,,01/01/2024,12/31/2024
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.635,,01/01/2024,12/31/2024
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.827,,01/01/2024,12/31/2024
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.726,,01/01/2024,12/31/2024
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.491,,01/01/2024,12/31/2024
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.655,,01/01/2024,12/31/2024
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.569,,01/01/2024,12/31/2024
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.857,,01/01/2024,12/31/2024
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.185,,01/01/2024,12/31/2024
MD,HAI_3_SIR,SSI - Colon Surgery,1.011,,01/01/2024,12/31/2024
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.078,,01/01/2024,12/31/2024
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.950,,01/01/2024,12/31/2024
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.466,,01/01/2024,12/31/2024
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.492,,01/01/2024,12/31/2024
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.708,,01/01/2024,12/31/2024
MD,HAI_5_SIR,MRSA Bacteremia,0.592,,01/01/2024,12/31/2024
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.421,,01/01/2024,12/31/2024
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.486,,01/01/2024,12/31/2024
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.453,,01/01/2024,12/31/2024
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.413,,01/01/2024,12/31/2024
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.776,,01/01/2024,12/31/2024
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.573,,01/01/2024,12/31/2024
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.811,,01/01/2024,12/31/2024
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.265,,01/01/2024,12/31/2024
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.019,,01/01/2024,12/31/2024
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.709,,01/01/2024,12/31/2024
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.282,,01/01/2024,12/31/2024
ME,HAI_3_SIR,SSI - Colon Surgery,0.963,,01/01/2024,12/31/2024
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.716,,01/01/2024,12/31/2024
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.928,,01/01/2024,12/31/2024
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.542,,01/01/2024,12/31/2024
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.456,,01/01/2024,12/31/2024
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.904,,01/01/2024,12/31/2024
ME,HAI_5_SIR,MRSA Bacteremia,0.652,,01/01/2024,12/31/2024
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.271,,01/01/2024,12/31/2024
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.401,,01/01/2024,12/31/2024
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.331,,01/01/2024,12/31/2024
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.691,,01/01/2024,12/31/2024
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.852,,01/01/2024,12/31/2024
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.768,,01/01/2024,12/31/2024
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.432,,01/01/2024,12/31/2024
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.545,,01/01/2024,12/31/2024
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.486,,01/01/2024,12/31/2024
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.972,,01/01/2024,12/31/2024
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.223,,01/01/2024,12/31/2024
MI,HAI_3_SIR,SSI - Colon Surgery,1.092,,01/01/2024,12/31/2024
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.164,,01/01/2024,12/31/2024
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.855,,01/01/2024,12/31/2024
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.479,,01/01/2024,12/31/2024
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.677,,01/01/2024,12/31/2024
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.877,,01/01/2024,12/31/2024
MI,HAI_5_SIR,MRSA Bacteremia,0.772,,01/01/2024,12/31/2024
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.366,,01/01/2024,12/31/2024
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.417,,01/01/2024,12/31/2024
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.391,,01/01/2024,12/31/2024
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.546,,01/01/2024,12/31/2024
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.720,,01/01/2024,12/31/2024
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.628,,01/01/2024,12/31/2024
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.588,,01/01/2024,12/31/2024
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.763,,01/01/2024,12/31/2024
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.671,,01/01/2024,12/31/2024
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.781,,01/01/2024,12/31/2024
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.073,,01/01/2024,12/31/2024
MN,HAI_3_SIR,SSI - Colon Surgery,0.918,,01/01/2024,12/31/2024
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.668,,01/01/2024,12/31/2024
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.446,,01/01/2024,12/31/2024
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.001,,01/01/2024,12/31/2024
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.328,,01/01/2024,12/31/2024
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.544,,01/01/2024,12/31/2024
MN,HAI_5_SIR,MRSA Bacteremia,0.426,,01/01/2024,12/31/2024
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.408,,01/01/2024,12/31/2024
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.479,,01/01/2024,12/31/2024
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.442,,01/01/2024,12/31/2024
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.543,,01/01/2024,12/31/2024
