"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
FL,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),168,"25, 26",01/01/2024,12/31/2024
FL,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,236,25,01/01/2024,12/31/2024
FL,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),215,25,01/01/2024,12/31/2024
FL,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),241,25,01/01/2024,12/31/2024
FL,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),221,25,01/01/2024,12/31/2024
FL,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),259,25,01/01/2024,12/31/2024
FL,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,278,,01/01/2024,12/31/2024
FL,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),294,,01/01/2024,12/31/2024
FL,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),260,,01/01/2024,12/31/2024
FL,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),270,,01/01/2024,12/31/2024
FL,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),295,,01/01/2024,12/31/2024
FL,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2023,12/31/2023
FL,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70,25,01/01/2024,12/31/2024
FL,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,89,"25, 26",01/01/2023,12/31/2023
FL,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
FL,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,16,,01/01/2024,12/31/2024
FL,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,70,"25, 26",01/01/2024,12/31/2024
FL,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,75,"25, 26",01/01/2024,12/31/2024
FL,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,91,"25, 26",01/01/2024,12/31/2024
FL,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,84,"25, 26",01/01/2024,12/31/2024
FL,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",01/01/2024,12/31/2024
GA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,76,,10/01/2024,03/31/2025
GA,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",167,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",199,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",123,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",164,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",219,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,160,"25, 26",01/01/2024,12/31/2024
GA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),194,"25, 26",01/01/2024,12/31/2024
GA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),117,"25, 26",01/01/2024,12/31/2024
GA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),157,"25, 26",01/01/2024,12/31/2024
GA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),215,"25, 26",01/01/2024,12/31/2024
GA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,286,25,01/01/2024,12/31/2024
GA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),416,25,01/01/2024,12/31/2024
GA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),222,25,01/01/2024,12/31/2024
GA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),258,25,01/01/2024,12/31/2024
GA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),308,25,01/01/2024,12/31/2024
GA,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,304,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),368,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),279,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),324,,01/01/2024,12/31/2024
GA,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),300,,01/01/2024,12/31/2024
GA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
GA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70,25,01/01/2024,12/31/2024
GA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2023,12/31/2023
GA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,79,,01/01/2023,12/31/2023
GA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2024,12/31/2024
GA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61,"25, 26",01/01/2024,12/31/2024
GA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",01/01/2024,12/31/2024
GA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,"25, 26",01/01/2024,12/31/2024
GA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",01/01/2024,12/31/2024
GA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,"25, 26",01/01/2024,12/31/2024
GU,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,Not Available,5,10/01/2024,03/31/2025
GU,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
GU,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,Not Available,5,01/01/2023,12/31/2023
GU,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
GU,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
GU,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
GU,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,Not Available,5,01/01/2024,12/31/2024
GU,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
GU,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
GU,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
GU,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
GU,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
HI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,63,,10/01/2024,03/31/2025
HI,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",113,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",156,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",85,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",153,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",156,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,113,"25, 26",01/01/2024,12/31/2024
HI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),160,"25, 26",01/01/2024,12/31/2024
HI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),84,"25, 26",01/01/2024,12/31/2024
HI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),149,"25, 26",01/01/2024,12/31/2024
HI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),156,"25, 26",01/01/2024,12/31/2024
HI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,162,25,01/01/2024,12/31/2024
HI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),194,25,01/01/2024,12/31/2024
HI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),118,25,01/01/2024,12/31/2024
HI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),185,25,01/01/2024,12/31/2024
HI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),136,25,01/01/2024,12/31/2024
HI,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,260,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),756,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),196,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),442,,01/01/2024,12/31/2024
HI,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),737,,01/01/2024,12/31/2024
HI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
HI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,01/01/2024,12/31/2024
HI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,"25, 26",01/01/2023,12/31/2023
HI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
HI,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,11,,01/01/2024,12/31/2024
HI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,74,"25, 26",01/01/2024,12/31/2024
HI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,82,"25, 26",01/01/2024,12/31/2024
HI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87,"25, 26",01/01/2024,12/31/2024
HI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,90,"25, 26",01/01/2024,12/31/2024
HI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",01/01/2024,12/31/2024
IA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,75,,10/01/2024,03/31/2025
IA,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",130,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",178,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",126,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",167,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",185,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,124,"25, 26",01/01/2024,12/31/2024
IA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),175,"25, 26",01/01/2024,12/31/2024
IA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),119,"25, 26",01/01/2024,12/31/2024
IA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),163,"25, 26",01/01/2024,12/31/2024
IA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),182,"25, 26",01/01/2024,12/31/2024
IA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,215,25,01/01/2024,12/31/2024
IA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),248,25,01/01/2024,12/31/2024
IA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),214,25,01/01/2024,12/31/2024
IA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),204,25,01/01/2024,12/31/2024
IA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),238,25,01/01/2024,12/31/2024
IA,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,248,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),351,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),246,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),393,,01/01/2024,12/31/2024
IA,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),267,,01/01/2024,12/31/2024
IA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2023,12/31/2023
IA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,01/01/2024,12/31/2024
IA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",01/01/2023,12/31/2023
IA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2023,12/31/2023
IA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2024,12/31/2024
IA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63,"25, 26",01/01/2024,12/31/2024
IA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74,"25, 26",01/01/2024,12/31/2024
IA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,80,"25, 26",01/01/2024,12/31/2024
IA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,"25, 26",01/01/2024,12/31/2024
IA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",01/01/2024,12/31/2024
ID,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,77,,10/01/2024,03/31/2025
ID,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",146,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",158,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",123,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",178,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",174,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,142,"25, 26",01/01/2024,12/31/2024
ID,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),153,"25, 26",01/01/2024,12/31/2024
ID,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),119,"25, 26",01/01/2024,12/31/2024
ID,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),177,"25, 26",01/01/2024,12/31/2024
ID,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),170,"25, 26",01/01/2024,12/31/2024
ID,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,217,25,01/01/2024,12/31/2024
ID,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),256,25,01/01/2024,12/31/2024
ID,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),194,25,01/01/2024,12/31/2024
ID,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),210,25,01/01/2024,12/31/2024
ID,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),252,25,01/01/2024,12/31/2024
ID,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,251,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),294,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),230,,01/01/2024,12/31/2024
ID,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),258,,01/01/2024,12/31/2024
