facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
250783,PERRY COUNTY GENERAL HOSPITAL,206 BAY ST,RICHTON,MS,39476,GREENE,(601) 788-6316,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,202,23,3,01/01/2024,12/31/2024
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",130,304,3,01/01/2024,12/31/2024
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",120,276,3,01/01/2024,12/31/2024
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,366,20,3,01/01/2024,12/31/2024
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",110,186,3,01/01/2024,12/31/2024
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",98,165,3,01/01/2024,12/31/2024
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,250,18,3,01/01/2024,12/31/2024
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",126,223,3,01/01/2024,12/31/2024
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",126,219,3,01/01/2024,12/31/2024
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"3, 7",01/01/2024,12/31/2024
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",112,273,,01/01/2024,12/31/2024
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",102,243,,01/01/2024,12/31/2024
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,289,22,,01/01/2024,12/31/2024
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",103,501,,01/01/2024,12/31/2024
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",99,460,,01/01/2024,12/31/2024
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,220,35,,01/01/2024,12/31/2024
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",57,189,3,01/01/2024,12/31/2024
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",56,186,3,01/01/2024,12/31/2024
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"3, 7",01/01/2024,12/31/2024
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",100,95,3,01/01/2024,12/31/2024
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",96,88,3,01/01/2024,12/31/2024
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",01/01/2024,12/31/2024
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",86,396,,01/01/2024,12/31/2024
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",78,342,,01/01/2024,12/31/2024
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,150,13,,01/01/2024,12/31/2024
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,205,41,,01/01/2024,12/31/2024
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",73,365,,01/01/2024,12/31/2024
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",67,357,,01/01/2024,12/31/2024
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,01/01/2024,12/31/2024
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,01/01/2024,12/31/2024
